nickname,fingerprint,is_guard,is_exit,country,region_name,city_name,latitude,longitude,as,advertised_bandwidth,guard_probability,middle_probability,exit_probability
experimentalrelay,6B13A4EC169E4FB0F3141E1AE4307966569FA47C,False,False,us,Texas,Austin,30.3471,-97.7649,AS7018,14128128,0.0,0.0005688744,0.0
theLamia,6B13DD374F78D31410EA1E37D802FF71ADDD2AB4,False,False,se,Stockholm,Solna,59.36,18.0009,AS39651,257269,0.0,1.4932954e-06,0.0
ParckwartAykut,6B185DEEB249E4BA6182ECA077530C45E98A6C5F,True,False,de,Lower Saxony,Rehburg-Loccum,52.4695,9.1996,AS3320,3154214,3.367595e-05,2.3561215e-05,0.0
pmffrrbxone,6B1A2D897EA0C959321459AED06672248EEA0AA5,False,False,fr,unknown,unknown,48.8582,2.3387,AS16276,409600,0.0,4.9776513e-06,0.0
WOMCOMES2,6B1F12BF968F4FDF75978E348296D3F78A8DC8B8,True,False,es,unknown,unknown,40.4172,-3.684,AS8560,8487936,0.00019034233,0.00013317209,0.0
LaMarreTAO,6B263B45B33B8E2C73AB80F9B0D73538B44BD75D,True,True,md,Chi\u0219in\u0103u Municipality,Chisinau,47.0052,28.8573,AS43289,4297760,0.0,0.0,0.00018023972
Unnamed,6B2CF31C7F935224BC2285D1F8A93A208C719C43,False,False,nl,unknown,unknown,52.3824,4.8995,AS49981,166912,0.0,8.17757e-07,0.0
hasselba,6B2E1FF5B2ADA3B1950A0EFE6D22FB09E846EEE2,False,False,de,Hesse,Mainhausen,50.0127,8.9901,AS6830,262144,0.0,2.0977245e-06,0.0
Hurvinek,6B33AAEC077CAB0D78D6E16F92E5F608825271BF,False,False,de,unknown,unknown,51.2993,9.491,AS20676,114986,0.0,5.6887444e-07,0.0
ClubPyre,6B4CA889CFA5CCF1C426B9882CD746C7A504F2FB,False,False,sg,unknown,Singapore,1.2929,103.8547,AS63949,2274304,0.0,1.848842e-05,0.0
Magiville,6B5A63BFEEA8EF58DA812F4F05BE98C869809DFB,True,False,pl,unknown,unknown,52.2394,21.0362,AS16276,43042164,0.00085967797,0.00060146954,0.0
Digitalcourage4ip6a,6B61EFE3AEDEB3351FD3C910443D95556316E01C,True,True,de,unknown,unknown,51.2993,9.491,AS60729,27664592,0.0,0.0,0.0017909654
Unnamed,6B6B3650F2FF83BD767AD84838600C62F937558B,False,True,us,unknown,unknown,37.751,-97.822,AS16276,6624411,0.0,0.0,0.00015623316
torpidsDEhetzner2,6B7ABD237CF25E5F787F365AF5FC4C86F0213A9F,True,False,de,unknown,unknown,51.2993,9.491,AS24940,20553227,0.0006484189,0.00045366315,0.0
slacknet,6B88E20FEE8EB47F1A8E30207F327005C61A013D,False,False,de,unknown,unknown,51.2993,9.491,AS24940,7496071,0.0,0.00037332386,0.0
raspitor2,6B9D965C6149D09DF970C1D086AC8F575643F587,True,False,nl,unknown,unknown,52.3824,4.8995,AS3265,3785631,9.830867e-05,6.8781184e-05,0.0
angelinajolie,6B9EA8927AB6E94E216067E65372182343A5AFA2,True,False,fr,unknown,unknown,48.8582,2.3387,AS12876,56437311,0.0019034232,0.0013317209,0.0
theia3,6BA54D7805A44F63A75D70AFEC8D2DF6BA7BCAE0,True,False,us,Washington,Seattle,47.6144,-122.3447,AS174,7544833,6.086771e-05,4.2585798e-05,0.0
F3Netze,6BCB964AB74E23F8986BDA905697D3A6BE08AF28,True,True,de,Hesse,unknown,50.1167,8.6833,AS205100,70700888,0.0,0.0,0.0039248816
tormaumauhosting,6BE5AA34A5C391724677A3FDC2AA77B3768F6E26,False,False,fr,unknown,unknown,48.8582,2.3387,AS12876,28067865,0.0,0.0015572938,0.0
tor4que,6BE9FC8A297D896B23460F2FB15EF854DFCDC98B,False,False,us,Florida,Jacksonville,30.1426,-81.5727,unknown,2963377,0.0,5.2976433e-05,0.0
CalyxInstitute11,6C143720FFF8469EF6A5C5B4066366340CF6C0D1,True,True,us,New York,Brooklyn,40.6521,-74.0018,AS4224,41426700,0.0,0.0,0.0017147542
vahShei7Eeth,6C1A8CBE589906EEC6E73F4F286AC29AF7521E1D,False,False,de,unknown,unknown,51.2993,9.491,AS24940,394240,0.0,2.2043885e-05,0.0
twinky,6C251FA7F45E9DEDF5F69BA3D167F6BA736F49CD,True,False,de,unknown,unknown,51.2993,9.491,AS24961,29634455,0.0009475283,0.00066293357,0.0
Schneewittchen,6C282D35C674A036B79B5F30E90D19B363D3DAB2,True,False,at,unknown,unknown,48.2,16.3667,AS44133,12266997,0.00035558458,0.000248783,0.0
czechmate,6C333B5BDBA3DFE7A782E40CB970C271ABFED119,True,False,nl,unknown,unknown,52.3824,4.8995,AS60781,34436786,0.00094125327,0.00065854326,0.0
CHRISTOPHERSOFTGEM,6C4EB91C94B7D194CB117093A365A1D06FA9BF03,False,False,ke,Nairobi Province,Nairobi,-1.2841,36.8155,AS37684,3536178,0.0,3.164364e-05,0.0
Cerberus,6C620C35C0EA16657960882DE88B28968EBC8689,True,False,us,California,San Jose,37.3387,-121.8914,AS53667,6382184,4.3925153e-05,3.073202e-05,0.0
niftyhornedgopher,6C64AE6D7EFDA52A463FB6ADCDAE2D2DDE0677C3,True,True,de,unknown,unknown,51.2993,9.491,AS200052,15670258,0.0,0.0,0.0008992933
n0torRelay1,6C64BAB9FDEB7BB76E24145025FB680DA826ADBA,False,False,de,Hesse,Frankfurt am Main,50.1188,8.6843,AS63949,503888,0.0,7.64425e-06,0.0
maxlrainerbier5,6C6753D352653AC63C01562984F26088502A7E4E,False,False,de,Bavaria,Nuremberg,49.4358,11.0384,AS8881,3844595,0.0,0.00010808614,0.0
Spartan118,6C71AC0B8FB6E0255C100DCAE0C283FB3F2F1CC2,True,False,lv,unknown,unknown,57.0,25.0,AS43513,24763704,0.0006065854,0.00042439456,0.0
heavymetalnode,6C84A07C4417A6ADE63618D6B03B9822C536E95A,False,False,de,North Rhine-Westphalia,Krefeld,51.3311,6.5616,AS8881,2048000,0.0,4.3732223e-05,0.0
csustueckscheisse,6C90F065E449CD5138C7E08B4BC2FF0FEDC7E901,True,False,ru,Sverdlovskaya Oblast',Yekaterinburg,56.8263,60.5388,AS199524,4679680,4.3925153e-05,3.073202e-05,0.0
Unnamed,6C94F282709D385C94087D5F6FB6D8F6648EE3D1,True,False,fr,unknown,unknown,48.8582,2.3387,AS12876,13484269,0.0005020017,0.00035122308,0.0
Bundeskanzleramt,6C9F1A9CA87546159E5D4C33C78128C26DF3CECD,True,False,de,Bavaria,Nuremberg,49.405,11.1617,AS51167,12272116,0.0002719176,0.00019024583,0.0
AmishTorRelay,6CA1E52071B159D74AF35AD3B0DCE128A1B32AE9,True,False,us,Pennsylvania,Mount Joy,40.1083,-76.5103,AS7922,10754555,0.00013825965,9.673269e-05,0.0
niftyguard56,6CB7D0F355B60EF166439E96876BCDEBF8FD8E0F,True,True,de,unknown,unknown,51.2993,9.491,AS200052,16808248,0.0,0.0,0.00083832425
ExitNope6,6CBACBF2C525B09A55464D836432812A30FEF414,True,True,nl,unknown,unknown,52.3824,4.8995,AS206264,26763578,0.0,0.0,0.0020195993
nm2048,6CC25EF1B7BA8E6AB5B4F62B3D7D1B6C2E5DB6F3,True,False,lu,Mersch,Roost,49.7867,6.0961,AS53667,10485760,0.0004183348,0.0002926859,0.0
nsq,6CDE3363F9F9AD5A6EA484DEFB58217CC9685E31,False,False,de,Hesse,Frankfurt am Main,50.1188,8.6843,AS14061,1240064,0.0,3.5056888e-05,0.0
FreeSpeeCH2,6CDF81E5A9BF270CDF4C989D5F7917113591C355,True,False,ch,unknown,unknown,47.1449,8.1551,AS6730,16320512,0.00042670147,0.0002985396,0.0
ORLY,6CE02B690E1F95032D38E3FAF380D907135C9E1A,False,False,no,Aust-Agder,Arendal,58.4756,8.721,AS2119,1310720,0.0,1.848842e-05,0.0
TimeToGetSchwifty2,6CE2889E7A6E3DB24385A33A50E5677E27B45F06,True,True,ca,Quebec,Montreal,45.5063,-73.5794,AS16276,12281889,0.0,0.0,0.00047251003
nondeterministic,6CE3DDFAA9E56F56890235CC9C2385B2DD93E146,True,True,us,Washington,Seattle,47.6008,-122.3248,AS396507,16652170,0.0,0.0,0.00037343535
aboucorp,6CE5A737ABE78018E0F8ADB0BB1A90590F4E5DF8,False,False,fr,unknown,unknown,48.8582,2.3387,AS12876,1489893,0.0,5.333198e-05,0.0
sanyalnetcloudvps2,6CFA4D9CFA09B0633A150F16DEC2D055ED243535,False,False,ca,Ontario,Waterloo,43.4103,-80.5038,AS31798,204800,0.0,1.3155221e-06,0.0
charpini,6CFC47B46E42A9D76D47B911FB719E65308014EE,True,False,cz,unknown,unknown,50.0848,14.4112,AS35592,10961295,0.00019285234,0.0001349282,0.0
gandalf,6D0504091A6F9C1481C62CEABEEA378338AEE625,False,False,us,unknown,unknown,37.751,-97.822,AS40092,2086040,0.0,5.333198e-05,0.0
Unnamed,6D0D610D63D33584308CA672484DA699FF26A2A3,True,False,nl,unknown,unknown,52.3824,4.8995,AS12876,5120000,0.0001514372,0.0001059523,0.0
ServifyCastle,6D163F649ECBE9DC20F016236EF36D7E1559E98E,False,False,se,Kronoberg,Ljungby,56.8332,13.9408,AS2119,34616106,0.0,0.0015466274,0.0
36363636363,6D1B1988580845FC6AAE943B3B6946B3695AD4A9,False,False,sg,unknown,unknown,1.3667,103.8,AS63949,932741,0.0,8.462007e-06,0.0
wilnoTorRelay,6D2D7E8FD6B730850960A3AC1B3640098E97F3AF,True,False,pl,Mazovia,Warsaw,52.2093,20.9268,AS5617,5966370,0.00017360893,0.00012146465,0.0
Unnamed,6D40A3DB3CA5946DF366B63C9EB02FAC03B87BC9,False,False,us,California,Fremont,37.5625,-122.0004,AS63949,9539443,0.0,0.00012693011,0.0
lukechilds,6D487EBA308030B0441051542765E9DC192F9549,False,False,sg,unknown,unknown,1.314,103.6839,AS14061,2083685,0.0,2.6701544e-05,0.0
Assange026fi,6D4D5193A0E290C027FE6B66731133F70946A155,True,False,fi,unknown,unknown,60.1708,24.9375,AS51765,10025181,0.00023008413,0.00016097724,0.0
TorOrDie4privacyNET,6D6EC2A2E2ED8BFF2D4834F8D669D82FC2A9FA8D,True,False,de,unknown,unknown,51.2993,9.491,AS24961,19595612,0.00029283436,0.00020488013,0.0
argus,6D72E970EB5218702C854BE250EC0663CC14D9BD,True,False,pl,unknown,unknown,52.2394,21.0362,AS16276,12051304,0.00030956775,0.00021658756,0.0
SysadmAtNbg,6D93503E150496BB32A4912F904C4E2DB205278D,False,False,de,Bavaria,Lauf an der Pegnitz,49.5139,11.2825,AS3320,964608,0.0,2.7448192e-05,0.0
dbonline,6DA5D1B9B239501838E19CC0ACBAFAE737AEEC5B,False,False,se,Stockholm,Sollentuna,59.428,17.9509,AS8473,11374918,0.0,0.00049776514,0.0
ApeRigGw1,6DA7DEB037BB163991B3DBA74B1AEC48BB497C7A,True,True,lv,unknown,unknown,57.0,25.0,AS43513,14360220,0.0,0.0,0.00064398546
littlecarrotguy,6DB07E6F3F96912661BFE77C112E01B00A07D327,False,False,lt,Siauliai,\u0160iauliai,55.9333,23.3167,AS61272,54360,0.0,7.8220233e-07,0.0
rinderwahnRelay16L,6DC6CDC6DDA99915EB0232071C6DD2C8784A191F,False,False,sg,unknown,Singapore,1.2929,103.8547,AS204957,1258496,0.0,4.159894e-06,0.0
someonesRelay,6DCCA448F8EDC79553CE60E8E21030E942CCC3B9,True,False,de,Bavaria,Nuremberg,49.405,11.1617,AS51167,14571257,0.00030120104,0.00021073385,0.0
iansh13fe,6DCDE835D65C0CC5F8523B42C9FBB7D130E1472D,True,True,us,unknown,unknown,unknown,unknown,unknown,6984997,0.0,0.0,0.0001383235
ididnteditheconfig,6DE5102820C190154DF41401F770E3D2660DF669,False,False,de,North Rhine-Westphalia,Gummersbach,51.0006,7.5693,AS8881,1597285,0.0,4.622105e-05,0.0
GIGAWATT,6DFB4AC8B5E7B1AD0B3F5F465F774A421C66CBBA,True,False,us,Texas,Plano,33.0287,-96.6826,AS5650,13317695,0.00023008413,0.00016097724,0.0
TORKeFFORG1,6DFEB2BFBFA9DBEDCE2DE932F9D16EE7E0530ED1,True,True,se,unknown,unknown,59.3247,18.056,AS41281,19349735,0.0,0.0,0.0010174208
Onyx,6DFEB41C04CCE846871338E85DD5ACF5CFB6C1DD,True,False,nl,unknown,unknown,52.3824,4.8995,AS1103,64209928,0.0016398723,0.0011473288,0.0
mirra,6E25BF4AD7C146E2439A968DD4C29CE0F569AAB5,True,True,nl,North Holland,Amsterdam,52.35,4.9167,AS202425,15821824,0.0,0.0,0.0010174208
ovenatmosphere,6E30461718F9838BB1785C6863024308148E5344,True,False,us,California,San Jose,37.3388,-121.8914,AS16509,2439979,4.7480997e-05,3.321985e-05,0.0
Unnamed,6E3B4821305D96F167C392DBE5A13240D6CCE024,False,False,fi,unknown,unknown,60.1708,24.9375,AS24940,7459190,0.0,0.00035554654,0.0
kyouma02,6E4B0D429CD87AB6C25D72E298294C583FF8BA4A,True,False,de,unknown,unknown,51.2993,9.491,AS24940,54708207,0.0018825065,0.0013170865,0.0
Unnamed,6E4DC86BC268306583E6C5640F11F17677663EDE,False,True,us,New York,Buffalo,42.8864,-78.8784,AS53667,12956750,0.0,0.0,0.0004877523
libertynewsrelay,6E5633BA81D65D48DE48DA18F7309CA7D19E3CA2,False,False,nl,North Holland,Amsterdam,52.352,4.9392,AS14061,1228800,0.0,3.7332386e-05,0.0
torricelli,6E642BD08A5D687B2C55E35936E3272636A90362,False,False,fr,unknown,unknown,48.8582,2.3387,AS3215,524288,0.0,7.928687e-06,0.0
SatoshiNakamoto,6E66D978514FF86CDEF01FE30C23A1002925AA02,True,False,gb,unknown,unknown,51.4964,-0.1224,AS16276,13669611,0.00036604295,0.00025610017,0.0
powerloadnetrelay,6E6730253F41AE0CFF7E559FBDC4A593D61D7E3A,False,False,de,Baden-W\u00FCrttemberg Region,Eppelheim,49.4019,8.6364,AS6830,477184,0.0,4.1243397e-06,0.0
UnstableDebbie,6E6732E00C3F8912BDCA80CFCF23D0D2686AC38B,False,False,us,Georgia,Atlanta,33.7553,-84.3886,AS36352,397194,0.0,4.373222e-06,0.0
BraveMenkaure,6E8E5CA9B6F567416ADA21E990E7746BC223B0C0,True,False,us,unknown,unknown,37.751,-97.822,AS6939,15527486,0.00021962576,0.00015366009,0.0
niftybeaver,6E94866ED8CA098BACDFD36D4E8E2B459B8A734E,True,True,de,unknown,unknown,51.2993,9.491,AS200052,28569139,0.0,0.0,0.0017909654
Elenore2,6E9642DDB353D044931029C036D1CAD832F3DFD7,True,False,fr,unknown,unknown,48.8582,2.3387,AS16276,4194304,0.00012550043,8.780577e-05,0.0
Unnamed,6ED00DB18B4516A9097FC005BE1679BFC9A4C752,False,False,lt,unknown,unknown,56.0,24.0,AS16125,5489747,0.0,0.00019803942,0.0
lambda,6ED2D307F36F9E493D1D465BFB7B49543FBF1214,False,False,gb,England,London,51.5128,-0.0638,AS20473,291250,0.0,2.1332792e-06,0.0
swlt1,6ED3BE22B2261258017B3F0584706265985D7AE9,True,False,de,unknown,unknown,51.2993,9.491,AS8560,37597922,0.0012654627,0.00088537484,0.0
b0Unc3R,6ED48ED0DD8CB8C626FFD8597C01F2D43AEE8D01,False,False,gr,unknown,unknown,37.9667,23.7167,AS199246,12839062,0.0,0.00049420964,0.0
LADON,6ED6758622A73F54F0EF59A9D31D71AABD7A70DA,True,False,gb,unknown,unknown,51.4964,-0.1224,AS16276,12800000,0.0004580766,0.00032049106,0.0
PikPikMikMik,6EDEB32D0B9EEA2E85C310B67AD64668398402FB,False,False,ru,unknown,unknown,55.7386,37.6068,AS48666,5026345,0.0,0.00015644047,0.0
Unnamed,6EE789A0892DDB8928D41F439F639E49405F5BB5,True,True,ca,unknown,unknown,43.6319,-79.3716,AS16276,11559020,0.0,0.0,0.00041916213
LANETRelay,6EE7AEAFC24542BF4DB6E724E0B49D85DF9516FA,True,False,kr,Seoul,Eunpyeong-gu,37.6185,126.9278,AS4766,5572608,2.0498404e-05,1.4341609e-05,0.0
Unnamed,6EEADF83B927422B8DC37EBD5EF5B89FCA402943,False,False,lt,unknown,unknown,56.0,24.0,AS16125,4023609,0.0,0.00015786265,0.0
cyndaquil,6EEF8446BF9D43DA7F7D8505BDFC49BBE64BF822,True,True,us,Washington,Seattle,47.6008,-122.3248,AS396507,19847770,0.0,0.0,0.00039629874
biggie,6EF54900273BDFFCB3AC7083C63DEAF71F77722C,False,True,eg,unknown,unknown,30.0355,31.223,AS33785,1144783,0.0,0.0,8.688087e-06
VegaIT,6EF78BB131DA33F9D266BC4BB5972261E34DBD13,True,False,it,Apulia,Fasano,40.8362,17.3601,AS12850,6815744,0.00022799245,0.00015951382,0.0
Petibonum,6F0CFF639A69F32E941F9D51536F310E0872AAB7,False,False,fr,Auvergne-Rhone-Alpes,Annonay,45.2397,4.6707,AS3215,383115,0.0,4.2665583e-06,0.0
leysen,6F1A2314C4A1ADEDFB7D419B6BB10D7BC40119F6,True,False,hk,unknown,unknown,22.25,114.1667,AS134835,4811146,3.597679e-05,2.5170988e-05,0.0
Unnamed,6F1E438C4D7871220CB2EC2ADC5A70D1B7F1E7CC,False,True,ch,unknown,unknown,47.1449,8.1551,AS51395,8956765,0.0,0.0,0.00039248817
feelingfoxy,6F1F13BF7774A849849F2EDF76FBE6022C6D4C1A,True,False,us,Georgia,Marietta,34.0034,-84.4605,AS7018,9001781,0.00019619902,0.00013726969,0.0
TheAfterParty2,6F1F74A4038660B39189EFFF0A1261D54339BBB5,True,False,gb,unknown,unknown,51.4964,-0.1224,AS8560,13577110,0.0005020017,0.00035122308,0.0
CalyxInstitute06,6F4E9FD00D4251D98BE96FB1AA546FE34676A95B,True,True,us,New York,Brooklyn,40.6521,-74.0018,AS4224,33986876,0.0,0.0,0.0014175301
Vreeken,6F5E5E6C654415761A2535489CC5D50B01B6CA62,False,False,nl,North Brabant,Valkenswaard,51.3497,5.4562,AS1136,204800,0.0,1.3155221e-06,0.0
brotherjacob,6F6586F1631CAC1115B9561656E7664D386B7F4B,False,False,de,unknown,unknown,51.2993,9.491,AS24940,512000,0.0,6.3998373e-06,0.0
Torpille,6F781F884CE75BB7BDF82DBD9B275AD4C232C301,False,False,fr,unknown,unknown,48.8582,2.3387,AS16276,102400,0.0,3.5554652e-07,0.0
kennis,6F7E602D79D16C871F8984B98658F2C9928F2FD9,False,False,ru,unknown,unknown,55.7386,37.6068,AS12389,2149901,0.0,3.804348e-05,0.0
Unnamed,6F901069356A789F02294F18A4D5FE1368239702,False,False,ru,unknown,unknown,55.7386,37.6068,AS44493,2560000,0.0,4.728769e-05,0.0
EX1T,6FAF20169322148B8E2C10D6728DE50F0851D23D,True,True,de,unknown,unknown,51.2993,9.491,AS28753,26533598,0.0,0.0,0.0015127942
mj1,6FB20BB05A841CDDB308E85A4D117FCFC911F5EA,True,False,ro,Bucuresti,Bucharest,44.4354,26.1033,AS3223,32034613,0.00063586887,0.00044488258,0.0
Unnamed,6FB41ED1D68FCC399DCE81600CE30360DCFFE263,True,True,fr,\u00CEle-de-France,Paris,48.8543,2.3527,AS12876,14680064,0.0,0.0,0.00091453554
jubei,6FC8D3B152054906417CB1EE0642265747C7F689,True,False,us,Virginia,Reston,38.9807,-77.3419,AS701,5120000,0.00012215375,8.5464286e-05,0.0
jacket,6FDA24CFDD2512EEE2333D586DE3EA3CAB0ADB7F,False,True,ee,Harjumaa,Tallinn,59.433,24.7323,AS34702,9658441,0.0,0.0,0.00046869947
ygsknmsl,6FDE0F5302E14FC348C83413208AFADD47164612,False,False,sg,unknown,Singapore,1.2929,103.8547,unknown,5770926,0.0,1.24441285e-05,0.0
atlantis,6FF440DFB1D0697B942357D747900CC308DD57CC,True,False,de,North Rhine-Westphalia,unknown,51.4476,7.0122,AS8972,45936370,0.0014850885,0.0010390349,0.0
OatMeal99,70090E9F85FBE004EEBF58461FD6EDD5BF8A523E,True,False,be,unknown,unknown,50.85,4.35,AS1239,9036408,0.00010165535,7.1122675e-05,0.0
shadowlink,700A9BECB3735F4DA88F11CC7DBE13866522A695,False,False,de,Hesse,Frankfurt am Main,50.1103,8.7147,AS20473,1048576,0.0,2.9154815e-05,0.0
AkashaShrooms,7010EF5D1F61EC9CB65658239B8DDA0439E78ACB,False,False,fr,unknown,unknown,48.8582,2.3387,AS16276,1536000,0.0,5.0487608e-05,0.0
snap277,7020EA51DD4E33058F56E60CF8D12DA081E39AC7,False,False,cl,Santiago Metropolitan,Santiago,-33.4513,-70.6653,AS22047,1236992,0.0,1.6390695e-05,0.0
L29Ah,7044955A4D7B04CF70011D73B467B13CE5E69D41,False,False,ru,unknown,unknown,55.7386,37.6068,AS43317,4957688,0.0,0.00017137342,0.0
rofltor04,706A7674A217BA905FE677E82236B7B968A23DB7,True,False,it,Lombardy,Milan,45.4707,9.1889,AS49367,13161472,0.00025936757,0.00018146526,0.0
SSA8MyBZYXduYm94,706B1ED9AF5CCAC90AD488AE2691B358FA598CBB,True,True,us,Washington,Seattle,47.6008,-122.3248,AS396507,18981806,0.0,0.0,0.00041916213
Quintex60,7070199EF60B5B1AE4EA2EFB4881F9F90B6FA9EF,False,True,us,unknown,unknown,37.751,-97.822,AS62744,7420399,0.0,0.0,0.0002880787
steigerwald,70805F1551E840C7376B873E5AC6F3032993E781,False,False,de,unknown,unknown,51.2993,9.491,AS12312,0,0.0,3.5199107e-06,0.0
Basil,7088D485934E8A403B81531F8C90BDC75FA43C98,True,True,nl,North Holland,Amsterdam,52.3006,4.9479,AS14061,8519680,0.0,0.0,0.0005334791
LittleFoxRahja,708A968F3644F8A547156368FEA3DB664110E631,True,False,de,unknown,unknown,51.2993,9.491,AS24940,92554539,0.0025100086,0.0017561154,0.0
SleepJeep3,70930CCF8E2FFD5C0F8A63C8F2BC2F7CCF8BA70A,True,True,bz,unknown,unknown,17.25,-88.75,AS206264,19109529,0.0,0.0,0.0010059892
Hydra11,70A4372ED8F5DDE3BA05A17491BB6032EAC02692,True,True,ro,Arad,Lipova,46.0909,21.6963,AS25198,11192731,0.0,0.0,0.0004915629
CalyxInstitute21,70ACA07D9276277B82E909C1439E19CCA2FB16CC,True,True,de,unknown,unknown,51.2993,9.491,AS4224,16131947,0.0,0.0,0.00067828054
myrelay1,70B547336C6AC4ADD674EACEB4B9CCA8C02C04F1,True,False,us,Virginia,Yorktown,37.1256,-76.4469,AS22773,4964352,3.3048447e-05,2.3122186e-05,0.0
nha,70F09E981D6D4A34A35F248F0C873CBA356A0612,True,False,ch,unknown,unknown,47.1449,8.1551,AS51852,11439104,0.00023008413,0.00016097724,0.0
AntonsRelay,70F33E3C6B39A29BC1FDBA7C39F026FE8F20A906,False,False,nl,unknown,unknown,52.3824,4.8995,AS198203,1639629,0.0,6.9331574e-05,0.0
UAyyyy6,70FF4E669EC69F8E324537D05ADDAAED76303D8D,True,True,bz,unknown,unknown,17.25,-88.75,AS206264,22675014,0.0,0.0,0.0013336977
hviv122,71026B999E15ECC0BCCA56B972E210CCA76AD96A,True,True,nl,North Holland,Amsterdam,52.35,4.9167,AS1101,14097024,0.0,0.0,0.0008764299
Unnamed,71155FA59038587327C37A11DA6B7204E09A78C2,False,True,fr,unknown,unknown,48.8582,2.3387,unknown,11174142,0.0,0.0,0.00063255377
hamburgo,712B0AADB1B78D540117C0558AA2BB22AEA03FB2,False,False,de,Hamburg,Hamburg,53.6041,10.046,AS6805,128000,0.0,6.755384e-07,0.0
Unnamed,7133DFC5BDF3E311A03C6F93F12EF51A6BCD6B1B,True,True,hu,unknown,unknown,47.4925,19.0514,AS56322,16243355,0.0,0.0,0.00068971224
mullbinde9,714425418EEEDFACC86D87544B265892E98FA32B,True,False,fr,unknown,unknown,48.8582,2.3387,AS21409,3619153,7.530026e-05,5.2683463e-05,0.0
AnonKorea01,7145E3247CDE1797FDE5A1A0476CD8A00000835D,False,False,kr,Seoul,Seoul,37.5985,126.9783,AS8075,817152,0.0,7.1109307e-06,0.0
haymarket86,7145E72C955B5A8A2CDACA6C3953BC5ECD79E102,False,False,us,New York,New York,40.7503,-74.0014,AS32780,741508,0.0,9.741975e-06,0.0
hereIsANode,714724B5D72158B36AC147270D5B0AE915FC1FE9,True,False,us,Oregon,Portland,45.5894,-122.7401,AS209,4194304,6.902524e-05,4.8293172e-05,0.0
Shebangs,714B1799327355AE7236E35DBE778BC28B0519F1,False,False,ru,unknown,unknown,55.7386,37.6068,unknown,5940978,0.0,0.00014932954,0.0
Fission05,71539D1911ECB826069A4D156771AC4F9F4632A7,True,False,fr,unknown,unknown,48.8582,2.3387,AS16276,24246006,0.0004183348,0.0002926859,0.0
torvolunteer0914,7155C1017491DFFAB7093B49FB398491D8E6CA27,False,False,jp,Tokyo,Shinagawa,35.6137,139.7271,AS20473,1955792,0.0,1.8666193e-05,0.0
Kalahari,7158836DCC91AAA4FAA293FFF0F645DCD0D4EFF9,True,False,de,unknown,unknown,51.2993,9.491,AS34702,19225600,0.0005229185,0.00036585738,0.0
maltimore,7158D1E0D9F90F7999ACB3B073DA762C9B2C3275,True,False,de,Bavaria,Nuremberg,49.405,11.1617,AS51167,12111301,0.00035558458,0.000248783,0.0
Air7jyl,716EE92A2E93ED69113D8F81E98530BA9A30DC31,False,True,dk,South Denmark,Odense,55.3902,10.5201,AS39642,1536000,0.0,0.0,5.106157e-05
niftyentry79,71730F1BEB5372C9A6FF36704FF1A6A48AEE7813,True,True,de,unknown,unknown,51.2993,9.491,AS200052,17415991,0.0,0.0,0.0010783898
Apollo,71840F45C2478347B872321066F9805D1A1B79FD,True,True,us,California,San Jose,37.3008,-121.9777,AS394738,8887341,0.0,0.0,0.00018786085
FalkensteinTor03,7185B69E3267E71D0E4CBE30209677205DEA5E67,True,False,de,unknown,unknown,51.2993,9.491,AS24940,31457280,0.0010751204,0.00075220276,0.0
F3Netze,719FD0FA327F3CCBCDA0D4EA74C15EA110338942,True,True,de,Hesse,unknown,50.1167,8.6833,AS205100,53970489,0.0,0.0,0.0039248816
niftycottontail,71AB4726D830FAE776D74AEF790CF04D8E0151B4,True,True,de,unknown,unknown,51.2993,9.491,AS200052,19787144,0.0,0.0,0.0009221567
Unnamed,71BBBC406506ACB5AFCF9BE4476283363EEC1B66,False,False,dk,Capital Region,Elsinore,56.0361,12.6136,AS3292,2720578,0.0,3.071922e-05,0.0
merula,71C7D2AC5C0346AE3757FE3CDB3836976B85E96C,True,False,mx,Jalisco,Guadalajara,20.676,-103.3358,unknown,2999561,3.1375108e-05,2.1951442e-05,0.0
Unnamed,71C924A772F69451FE97FE5A9025DEDDEF3DB664,False,False,us,Georgia,Milledgeville,33.0787,-83.2376,AS1246,4539954,0.0,0.000103819584,0.0
nodebyCyper,71CA0A8C3435BF48D1FB964240EFC079636DBE5D,False,False,de,unknown,unknown,51.2993,9.491,AS24940,102400,0.0,3.1999187e-07,0.0
niftypedetidae,71CFDEB4D9E00CCC3E31EC4E8A29E109BBC1FB36,True,True,de,unknown,unknown,51.2993,9.491,AS200052,23283732,0.0,0.0,0.0011088743
nionyn,71D15B4A7DD9FB70B0E1439F7D350B8FACCFC306,False,False,fi,unknown,unknown,60.1708,24.9375,AS24940,26123885,0.0,0.0009635311,0.0
ULayerEllsberg,71DF8174D809D862445BFCB89F5A0980099947EC,True,False,us,New York,Buffalo,42.8864,-78.8784,AS53667,23846020,0.00051455176,0.00036000364,0.0
pangosecure,71E0CED145BF94077032088DFF03C82FA3E5147F,False,False,fr,unknown,unknown,48.8582,2.3387,AS12322,102400,0.0,3.1999187e-07,0.0
rotweilerroger65,71E6195F60AF3A452EDBF764E401709E72B76E95,False,True,unknown,unknown,unknown,unknown,unknown,unknown,317440,0.0,0.0,5.7158474e-07
